EM1k 50.0 Numwat 0.0
EM1k 100.0 Numwat 1.0
EM1k 150.0 Numwat 6.0
EM1k 200.0 Numwat 10.0
EM1k 250.0 Numwat 9.0
NVT1 260.0 Numwat 19.0
NVT1 270.0 Numwat 17.0
NVT1 280.0 Numwat 15.0
NVT1 290.0 Numwat 18.0
NVT1 300.0 Numwat 20.0
NVT1 310.0 Numwat 17.0
NVT1 320.0 Numwat 19.0
NVT1 330.0 Numwat 16.0
NVT1 340.0 Numwat 18.0
NVT1 350.0 Numwat 18.0
NVT1 360.0 Numwat 23.0
NVT1 370.0 Numwat 22.0
NVT1 380.0 Numwat 19.0
NVT1 390.0 Numwat 21.0
NVT1 400.0 Numwat 24.0
NVT1 410.0 Numwat 24.0
NVT1 420.0 Numwat 26.0
NVT1 430.0 Numwat 26.0
NVT1 440.0 Numwat 26.0
NVT1 450.0 Numwat 25.0
NVT1 460.0 Numwat 31.0
NVT1 470.0 Numwat 31.0
NVT1 480.0 Numwat 26.0
NVT1 490.0 Numwat 28.0
NVT1 500.0 Numwat 29.0
NVT1 510.0 Numwat 30.0
NVT1 520.0 Numwat 37.0
NVT1 530.0 Numwat 31.0
NVT1 540.0 Numwat 35.0
NVT1 550.0 Numwat 36.0
NVT1 560.0 Numwat 38.0
NVT1 570.0 Numwat 39.0
NVT1 580.0 Numwat 37.0
NVT1 590.0 Numwat 37.0
NVT1 600.0 Numwat 38.0
NVT1 610.0 Numwat 34.0
NVT1 620.0 Numwat 35.0
NVT1 630.0 Numwat 34.0
NVT1 640.0 Numwat 38.0
NVT1 650.0 Numwat 35.0
NVT1 660.0 Numwat 37.0
NVT1 670.0 Numwat 43.0
NVT1 680.0 Numwat 41.0
NVT1 690.0 Numwat 36.0
NVT1 700.0 Numwat 43.0
NVT1 710.0 Numwat 39.0
NVT1 720.0 Numwat 40.0
NVT1 730.0 Numwat 40.0
NVT1 740.0 Numwat 41.0
NVT1 750.0 Numwat 38.0
NPT1 755.0 Numwat 44.0
NPT1 760.0 Numwat 43.0
NPT1 765.0 Numwat 48.0
NPT1 770.0 Numwat 44.0
NPT1 775.0 Numwat 45.0
NPT1 780.0 Numwat 45.0
NPT1 785.0 Numwat 43.0
NPT1 790.0 Numwat 48.0
NPT1 795.0 Numwat 48.0
NPT1 800.0 Numwat 50.0
NPT1 805.0 Numwat 45.0
NPT1 810.0 Numwat 46.0
NPT1 815.0 Numwat 43.0
NPT1 820.0 Numwat 49.0
NPT1 825.0 Numwat 48.0
NPT1 830.0 Numwat 53.0
NPT1 835.0 Numwat 47.0
NPT1 840.0 Numwat 47.0
NPT1 845.0 Numwat 52.0
NPT1 850.0 Numwat 49.0
NPT1 855.0 Numwat 48.0
NPT1 860.0 Numwat 50.0
NPT1 865.0 Numwat 49.0
NPT1 870.0 Numwat 49.0
NPT1 875.0 Numwat 54.0
NPT2 885.0 Numwat 56.0
NPT2 895.0 Numwat 58.0
NPT2 905.0 Numwat 59.0
NPT2 915.0 Numwat 69.0
NPT2 925.0 Numwat 59.0
NPT2 935.0 Numwat 59.0
NPT2 945.0 Numwat 67.0
NPT2 955.0 Numwat 64.0
NPT2 965.0 Numwat 62.0
NPT2 975.0 Numwat 65.0
NPT2 985.0 Numwat 66.0
NPT2 995.0 Numwat 69.0
NPT2 1005.0 Numwat 66.0
NPT2 1015.0 Numwat 75.0
NPT2 1025.0 Numwat 73.0
NPT2 1035.0 Numwat 72.0
NPT2 1045.0 Numwat 77.0
NPT2 1055.0 Numwat 74.0
NPT2 1065.0 Numwat 79.0
NPT2 1075.0 Numwat 80.0
NPT2 1085.0 Numwat 82.0
NPT2 1095.0 Numwat 78.0
NPT2 1105.0 Numwat 80.0
NPT2 1115.0 Numwat 83.0
NPT2 1125.0 Numwat 82.0
NPT2 1135.0 Numwat 77.0
NPT2 1145.0 Numwat 81.0
NPT2 1155.0 Numwat 91.0
NPT2 1165.0 Numwat 86.0
NPT2 1175.0 Numwat 84.0
NPT2 1185.0 Numwat 92.0
NPT2 1195.0 Numwat 90.0
NPT2 1205.0 Numwat 92.0
NPT2 1215.0 Numwat 92.0
NPT2 1225.0 Numwat 95.0
NPT2 1235.0 Numwat 102.0
NPT2 1245.0 Numwat 108.0
NPT2 1255.0 Numwat 93.0
NPT2 1265.0 Numwat 95.0
NPT2 1275.0 Numwat 83.0
NPT2 1285.0 Numwat 94.0
NPT2 1295.0 Numwat 91.0
NPT2 1305.0 Numwat 107.0
NPT2 1315.0 Numwat 107.0
NPT2 1325.0 Numwat 107.0
NPT2 1335.0 Numwat 102.0
NPT2 1345.0 Numwat 102.0
NPT2 1355.0 Numwat 95.0
NPT2 1365.0 Numwat 101.0
NPT2 1375.0 Numwat 101.0
NPT2 1385.0 Numwat 93.0
NPT2 1395.0 Numwat 96.0
NPT2 1405.0 Numwat 97.0
NPT2 1415.0 Numwat 103.0
NPT2 1425.0 Numwat 98.0
NPT2 1435.0 Numwat 98.0
NPT2 1445.0 Numwat 101.0
NPT2 1455.0 Numwat 101.0
NPT2 1465.0 Numwat 97.0
NPT2 1475.0 Numwat 100.0
NPT2 1485.0 Numwat 105.0
NPT2 1495.0 Numwat 106.0
NPT2 1505.0 Numwat 101.0
NPT2 1515.0 Numwat 104.0
NPT2 1525.0 Numwat 106.0
NPT2 1535.0 Numwat 96.0
NPT2 1545.0 Numwat 100.0
NPT2 1555.0 Numwat 101.0
NPT2 1565.0 Numwat 99.0
NPT2 1575.0 Numwat 112.0
